                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     58,                  2.332,                 1.9521,                 1.0984,                0.15539,                0.18224,                0.10053,                0.03358,                 2.4806,                 2.4914,                 1.1718,              0.0097179,              0.0097179,              0.0097179
                     59,                 2.2952,                 1.9092,                 1.1094,                0.18983,                0.20966,                0.12743,                0.04208,                 2.4565,                 2.2931,                 1.1558,              0.0097129,              0.0097129,              0.0097129
                     60,                 2.2864,                 1.8745,                 1.0927,                0.14396,                0.22489,                0.11177,                0.03824,                 2.4625,                 2.5224,                 1.1817,               0.009708,               0.009708,               0.009708
                     61,                 2.3023,                 1.9073,                 1.0898,                0.13419,                    0.2,                0.10986,                 0.0388,                 2.4766,                 2.4668,                  1.171,               0.009703,               0.009703,               0.009703
                     62,                 2.2845,                 1.8832,                 1.0868,                0.13741,                0.19091,                0.10027,                0.03216,                 2.5118,                 2.4461,                 1.1722,               0.009698,               0.009698,               0.009698
                     63,                  2.296,                 1.9106,                 1.0997,                0.14897,                 0.2017,                0.11041,                 0.0383,                 2.4949,                 2.3748,                 1.1655,              0.0096931,              0.0096931,              0.0096931
                     64,                 2.2822,                 1.8928,                 1.1028,                0.17838,                 0.1716,                0.12022,                0.04178,                 2.5198,                 2.4062,                 1.1984,              0.0096881,              0.0096881,              0.0096881
                     65,                 2.2787,                  1.864,                 1.0843,                0.17074,                0.20312,                0.11719,                0.03789,                 2.4927,                 2.3099,                 1.1792,              0.0096832,              0.0096832,              0.0096832
                     66,                 2.2879,                 1.8755,                 1.0944,                0.19474,                0.19467,                0.10985,                0.03756,                 2.5034,                 2.4256,                 1.1862,              0.0096783,              0.0096783,              0.0096783
                     67,                 2.2515,                 1.8434,                 1.0814,                0.14629,                0.19466,                0.10479,                0.03361,                 2.4833,                 2.4025,                 1.1605,              0.0096733,              0.0096733,              0.0096733
                     68,                 2.2659,                 1.8739,                 1.0915,                0.17905,                0.19041,                0.10892,                0.03652,                 2.4982,                 2.3927,                 1.1707,              0.0096684,              0.0096684,              0.0096684
                     69,                  2.262,                 1.8437,                 1.0933,                 0.1671,                 0.1581,                0.09715,                0.03253,                 2.5371,                 2.5192,                 1.1856,              0.0096634,              0.0096634,              0.0096634
                     70,                  2.271,                 1.8592,                 1.0882,                0.18367,                0.18408,                0.11686,                0.03886,                 2.4396,                 2.3707,                 1.1667,              0.0096585,              0.0096585,              0.0096585
                     71,                 2.2425,                 1.7777,                 1.0803,                0.14508,                0.20064,                0.10875,                0.03768,                 2.4946,                 2.3345,                 1.1744,              0.0096535,              0.0096535,              0.0096535
                     72,                  2.248,                   1.82,                 1.0887,                0.14433,                0.19955,                0.10519,                0.03563,                 2.4896,                 2.3494,                 1.1938,              0.0096486,              0.0096486,              0.0096486
                     73,                 2.2517,                 1.8192,                 1.0873,                0.21104,                0.14728,                0.10941,                0.03331,                 2.5699,                 2.4409,                 1.1978,              0.0096436,              0.0096436,              0.0096436
                     74,                  2.269,                 1.8011,                 1.0861,                0.15515,                0.21722,                0.10968,                0.03623,                 2.4698,                 2.3572,                 1.1683,              0.0096387,              0.0096387,              0.0096387
                     75,                 2.2302,                 1.7812,                 1.0853,                0.14716,                0.21187,                0.09977,                0.03303,                 2.4987,                 2.3783,                 1.1866,              0.0096337,              0.0096337,              0.0096337
                     76,                 2.2453,                 1.8026,                 1.0771,                0.18192,                0.17095,                 0.1151,                0.03836,                  2.525,                 2.3522,                 1.1831,              0.0096288,              0.0096288,              0.0096288
                     77,                 2.2362,                 1.8121,                 1.0829,                0.18679,                0.19589,                0.11146,                0.03685,                 2.5259,                 2.4506,                 1.1789,              0.0096238,              0.0096238,              0.0096238
                     78,                  2.227,                 1.7666,                 1.0744,                 0.1684,                0.20119,                0.11269,                0.03687,                  2.513,                 2.3634,                 1.1788,              0.0096188,              0.0096188,              0.0096188
                     79,                 2.2186,                 1.7756,                  1.085,                0.16081,                0.18739,                0.10326,                0.03574,                 2.5023,                 2.3723,                 1.1904,              0.0096139,              0.0096139,              0.0096139
                     80,                 2.2299,                 1.7901,                   1.07,                0.14422,                0.19601,                0.10261,                0.03368,                 2.5357,                 2.4116,                 1.1824,               0.009609,               0.009609,               0.009609
                     81,                 2.2254,                 1.7759,                 1.0664,                0.16777,                0.20493,                0.10848,                0.03693,                 2.5029,                 2.3881,                 1.2014,               0.009604,               0.009604,               0.009604
                     82,                  2.198,                 1.7249,                 1.0702,                0.18064,                0.19502,                0.11002,                0.03409,                 2.5872,                  2.478,                 1.2054,               0.009599,               0.009599,               0.009599
                     83,                 2.1824,                 1.7154,                 1.0685,                0.12703,                0.17617,                0.09031,                0.03026,                 2.6646,                 2.6061,                 1.2606,              0.0095941,              0.0095941,              0.0095941
                     84,                 2.2272,                 1.7733,                 1.0633,                0.16639,                0.20335,                0.10796,                0.03399,                 2.5374,                 2.4042,                  1.182,              0.0095892,              0.0095892,              0.0095892
                     85,                 2.2211,                 1.7426,                 1.0777,                0.18248,                0.20651,                0.11281,                0.03922,                 2.4385,                 2.3973,                 1.1569,              0.0095842,              0.0095842,              0.0095842
                     86,                 2.2133,                 1.7415,                 1.0642,                0.17284,                0.19431,                0.12431,                0.04317,                 2.4676,                 2.2695,                 1.1781,              0.0095793,              0.0095793,              0.0095793
                     87,                 2.2074,                 1.7679,                 1.0653,                0.16542,                0.19683,                0.10967,                0.03549,                 2.5411,                 2.3838,                 1.2052,              0.0095743,              0.0095743,              0.0095743
                     88,                 2.1935,                 1.7073,                 1.0792,                0.16181,                0.20343,                 0.1061,                0.03234,                 2.5581,                 2.3907,                 1.1747,              0.0095694,              0.0095694,              0.0095694
                     89,                 2.1932,                 1.7212,                 1.0655,                0.15111,                 0.1916,                 0.1082,                0.03539,                 2.5404,                 2.3819,                  1.192,              0.0095644,              0.0095644,              0.0095644
                     90,                 2.1715,                  1.696,                 1.0515,                0.17448,                0.20508,                0.11454,                0.03769,                 2.4821,                 2.2694,                 1.1834,              0.0095595,              0.0095595,              0.0095595
                     91,                 2.1747,                  1.689,                 1.0654,                0.19122,                0.18484,                0.11826,                0.03739,                 2.5457,                 2.3354,                 1.2169,              0.0095545,              0.0095545,              0.0095545
                     92,                 2.1786,                 1.6781,                 1.0598,                0.18262,                0.18588,                0.10751,                0.03244,                 2.5901,                 2.4369,                 1.2125,              0.0095496,              0.0095496,              0.0095496
                     93,                 2.1402,                 1.6568,                 1.0565,                0.16887,                0.18173,                0.10058,                0.03277,                 2.5558,                 2.4104,                 1.2171,              0.0095446,              0.0095446,              0.0095446
                     94,                 2.1693,                 1.6362,                 1.0649,                0.14319,                0.19898,                0.10783,                0.03546,                 2.5332,                 2.3565,                 1.1868,              0.0095397,              0.0095397,              0.0095397
                     95,                 2.1692,                 1.6435,                 1.0654,                0.16444,                0.18234,                0.11257,                 0.0331,                 2.5469,                  2.376,                 1.1841,              0.0095347,              0.0095347,              0.0095347
                     96,                 2.1648,                  1.683,                 1.0544,                0.17997,                0.19763,                0.10718,                0.03398,                   2.57,                 2.3337,                 1.2275,              0.0095298,              0.0095298,              0.0095298
                     97,                 2.1549,                  1.663,                 1.0642,                0.18723,                0.18649,                0.10727,                0.03496,                 2.5671,                 2.3956,                 1.2294,              0.0095248,              0.0095248,              0.0095248
                     98,                 2.1845,                 1.7125,                 1.0527,                0.15996,                0.18127,                0.10457,                0.03209,                 2.5774,                 2.4324,                 1.1851,              0.0095198,              0.0095198,              0.0095198
                     99,                 2.1403,                  1.615,                 1.0488,                0.18332,                0.17072,                0.11638,                 0.0397,                 2.5173,                 2.4132,                 1.1684,              0.0095149,              0.0095149,              0.0095149
                    100,                 2.1382,                 1.6281,                 1.0475,                0.18034,                0.18709,                 0.1212,                0.03938,                 2.5262,                 2.3945,                 1.1942,                0.00951,                0.00951,                0.00951
                    101,                 2.1428,                 1.6277,                 1.0556,                0.15136,                0.19838,                0.10136,                0.03172,                 2.5123,                 2.4129,                 1.1813,               0.009505,               0.009505,               0.009505
                    102,                 2.1523,                 1.6058,                 1.0512,                0.18576,                0.18777,                0.10763,                0.03611,                 2.5873,                  2.531,                 1.2129,                 0.0095,                 0.0095,                 0.0095
                    103,                 2.1508,                 1.6024,                 1.0537,                 0.1458,                0.17607,                0.10082,                0.03167,                 2.5818,                 2.4552,                  1.216,              0.0094951,              0.0094951,              0.0094951
                    104,                 2.1554,                  1.603,                 1.0566,                0.17821,                0.20176,                0.10693,                0.03313,                 2.5598,                 2.4672,                 1.2029,              0.0094902,              0.0094902,              0.0094902
                    105,                 2.1168,                 1.5996,                 1.0446,                0.15974,                0.18881,                0.10907,                0.03394,                 2.5671,                 2.3628,                 1.2219,              0.0094852,              0.0094852,              0.0094852
                    106,                  2.128,                 1.5776,                 1.0364,                0.15203,                0.21528,                0.10495,                0.03335,                 2.5402,                 2.4265,                 1.2222,              0.0094803,              0.0094803,              0.0094803
                    107,                 2.1427,                 1.6258,                 1.0564,                0.18696,                0.21921,                 0.1204,                0.03637,                 2.5938,                 2.4047,                 1.2091,              0.0094753,              0.0094753,              0.0094753
                    108,                 2.1235,                 1.6011,                 1.0543,                0.22498,                0.15422,                0.12137,                0.03949,                 2.4993,                 2.3607,                 1.2033,              0.0094704,              0.0094704,              0.0094704
                    109,                 2.1328,                  1.605,                 1.0535,                0.24448,                0.15489,                0.11526,                0.03595,                 2.5655,                 2.3611,                 1.1907,              0.0094654,              0.0094654,              0.0094654
                    110,                 2.1174,                 1.6042,                 1.0547,                0.15629,                0.15311,                0.10049,                0.03223,                 2.5723,                 2.3964,                 1.1879,              0.0094605,              0.0094605,              0.0094605
                    111,                 2.1129,                 1.5809,                 1.0421,                0.16957,                0.21011,                0.11396,                0.03626,                  2.528,                 2.3516,                 1.1902,              0.0094555,              0.0094555,              0.0094555
                    112,                 2.1262,                 1.5898,                 1.0492,                0.18038,                0.21008,                0.10816,                0.03379,                 2.5305,                 2.3688,                 1.1885,              0.0094506,              0.0094506,              0.0094506
                    113,                 2.0946,                 1.5683,                 1.0428,                0.15851,                0.19599,                0.10919,                0.03735,                 2.5006,                 2.3629,                 1.1806,              0.0094456,              0.0094456,              0.0094456
                    114,                 2.0728,                 1.5445,                 1.0325,                0.18386,                0.20793,                0.12068,                0.03821,                 2.5131,                 2.3723,                 1.1827,              0.0094407,              0.0094407,              0.0094407
                    115,                 2.1124,                 1.5504,                 1.0365,                0.16484,                0.21874,                0.11071,                0.03488,                 2.5723,                 2.3943,                 1.2029,              0.0094357,              0.0094357,              0.0094357
                    116,                 2.0834,                 1.5375,                  1.042,                0.15482,                0.19277,                0.11213,                0.03723,                 2.5228,                 2.3933,                  1.191,              0.0094307,              0.0094307,              0.0094307
                    117,                 2.0836,                 1.5471,                 1.0417,                0.18288,                0.19806,                0.10198,                0.03124,                 2.5645,                 2.4826,                 1.2101,              0.0094258,              0.0094258,              0.0094258
                    118,                 2.0754,                 1.5127,                 1.0259,                0.16535,                0.20479,                0.11439,                0.03601,                 2.5393,                 2.4031,                 1.2005,              0.0094208,              0.0094208,              0.0094208
                    119,                 2.1016,                 1.5386,                 1.0296,                0.19886,                 0.1714,                0.10954,                0.03602,                 2.5614,                 2.3398,                 1.2076,              0.0094159,              0.0094159,              0.0094159
                    120,                 2.0579,                 1.4909,                 1.0336,                 0.1675,                0.17839,                0.10641,                0.03604,                 2.5244,                 2.4115,                 1.1996,              0.0094109,              0.0094109,              0.0094109
                    121,                 2.0837,                 1.5351,                 1.0392,                0.16408,                0.17985,                0.09994,                0.03184,                  2.573,                 2.4469,                 1.2134,               0.009406,               0.009406,               0.009406
                    122,                 2.0533,                 1.5083,                 1.0395,                0.17434,                0.21973,                0.10607,                0.03095,                    2.6,                 2.3734,                 1.2194,               0.009401,               0.009401,               0.009401
                    123,                 2.0843,                 1.5301,                 1.0392,                0.23797,                0.17491,                0.11939,                0.03793,                 2.4955,                 2.3547,                 1.1871,              0.0093961,              0.0093961,              0.0093961
                    124,                 2.0343,                 1.4944,                 1.0272,                0.15922,                0.17975,                0.10513,                0.03283,                 2.5683,                 2.4128,                 1.2293,              0.0093912,              0.0093912,              0.0093912
                    125,                 2.0579,                 1.4986,                  1.018,                0.20612,                0.19432,                0.11344,                0.03704,                  2.542,                 2.3901,                 1.2232,              0.0093862,              0.0093862,              0.0093862
                    126,                 2.0901,                 1.5461,                 1.0312,                 0.1764,                0.17363,                0.09627,                0.03115,                 2.5738,                 2.4205,                 1.2178,              0.0093813,              0.0093813,              0.0093813
                    127,                 2.0266,                 1.4753,                  1.021,                0.17161,                0.18641,                0.10481,                0.03248,                 2.6185,                 2.4075,                  1.214,              0.0093763,              0.0093763,              0.0093763
                    128,                 2.0281,                   1.46,                 1.0257,                0.15992,                0.15711,                0.09741,                0.02948,                 2.5979,                 2.5044,                 1.2295,              0.0093714,              0.0093714,              0.0093714
                    129,                 2.0799,                 1.5166,                  1.041,                0.18226,                 0.1725,                 0.1119,                0.03526,                 2.5346,                 2.3901,                 1.1867,              0.0093664,              0.0093664,              0.0093664
                    130,                 2.0414,                 1.4648,                  1.037,                0.13945,                0.18736,                0.10159,                0.03124,                 2.5376,                 2.4593,                 1.1992,              0.0093615,              0.0093615,              0.0093615
                    131,                 2.0091,                 1.4535,                 1.0189,                0.16959,                0.21136,                0.11184,                0.03406,                   2.56,                 2.4798,                 1.2136,              0.0093565,              0.0093565,              0.0093565
                    132,                  2.041,                  1.457,                 1.0274,                0.14965,                0.18749,                0.09738,                0.02834,                 2.6654,                 2.5446,                 1.2241,              0.0093516,              0.0093516,              0.0093516
                    133,                 2.0366,                  1.473,                 1.0198,                0.15722,                0.20199,                0.10806,                0.03428,                 2.5753,                 2.4491,                 1.2118,              0.0093466,              0.0093466,              0.0093466
