                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
190,2.282,1.6498,0.94634,0.15995,0.18071,0.09291,0.0286,2.7506,2.3763,1.0762,0.0090644,0.0090644,0.0090644
107,2.49,1.9373,0.98733,0.14938,0.17912,0.0929,0.02887,2.6237,2.3718,1.004,0.0094753,0.0094753,0.0094753
134,2.4315,1.805,0.96865,0.14176,0.18167,0.0929,0.02873,2.7031,2.4707,1.0418,0.0093416,0.0093416,0.0093416
213,2.271,1.5969,0.93754,0.11562,0.16262,0.09266,0.02836,2.7241,2.3969,1.0551,0.0089506,0.0089506,0.0089506
299,2.1187,1.4209,0.91058,0.18791,0.13132,0.09263,0.02702,2.8099,2.4966,1.0501,0.0085249,0.0085249,0.0085249
236,2.1928,1.5165,0.93895,0.15359,0.1744,0.09254,0.02836,2.7528,2.4049,1.0556,0.0088368,0.0088368,0.0088368
179,2.2943,1.6722,0.95889,0.1483,0.17069,0.09238,0.02911,2.7027,2.3981,1.0449,0.0091189,0.0091189,0.0091189
126,2.4478,1.8733,0.97424,0.14064,0.19903,0.09231,0.0283,2.6496,2.3769,1.0291,0.0093813,0.0093813,0.0093813
348,2.0025,1.3137,0.90358,0.14514,0.17236,0.09229,0.02695,2.7888,2.5457,1.0747,0.0082824,0.0082824,0.0082824
44,2.649,2.204,1.0219,0.14937,0.15718,0.09217,0.02853,2.6591,2.4495,1.0304,0.0097871,0.0097871,0.0097871
163,2.3125,1.7141,0.95935,0.13858,0.16183,0.09209,0.02837,2.6908,2.3766,1.0419,0.0091981,0.0091981,0.0091981
100,2.4621,1.9081,0.97744,0.14127,0.19064,0.09205,0.0297,2.5987,2.3562,1.0106,0.00951,0.00951,0.00951
172,2.3168,1.6987,0.95644,0.15914,0.19228,0.09201,0.02788,2.6833,2.436,1.0375,0.0091535,0.0091535,0.0091535
232,2.222,1.5329,0.92804,0.14923,0.17498,0.09189,0.02763,2.7957,2.4569,1.0677,0.0088565,0.0088565,0.0088565
