                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 3.4105,                 2.7154,                0.91185,                0.04259,                0.08565,                0.02054,                0.00481,                 3.4612,                 2.8236,                0.89733,              0.0098466,              0.0098466,              0.0098466
                     33,                  3.386,                 2.6562,                0.91743,                0.23328,                0.05084,                0.02063,                0.00557,                 3.3605,                 2.8447,                0.90561,              0.0098416,              0.0098416,              0.0098416
                     34,                 3.3668,                  2.668,                0.91229,                0.21699,                0.04694,                0.01714,                0.00415,                 3.6246,                 3.0256,                0.91434,              0.0098367,              0.0098367,              0.0098367
                     35,                 3.3529,                 2.6325,                0.91349,                0.24957,                0.05876,                0.02938,                0.00709,                 3.3052,                 2.7479,                0.89791,              0.0098317,              0.0098317,              0.0098317
                     36,                 3.3794,                 2.6676,                  0.902,                0.06774,                0.06058,                0.02716,                0.00753,                 3.3127,                 2.7133,                0.90004,              0.0098268,              0.0098268,              0.0098268
                     37,                 3.3537,                 2.6591,                 0.9185,                0.20388,                 0.0427,                0.02044,                0.00546,                 3.3391,                 2.6416,                0.89136,              0.0098218,              0.0098218,              0.0098218
                     38,                  3.332,                  2.657,                0.91768,                0.22501,                0.05061,                0.03027,                0.00849,                  3.254,                 2.5761,                 0.8973,              0.0098169,              0.0098169,              0.0098169
                     39,                 3.3428,                 2.6721,                0.89672,                0.21857,                0.07317,                0.03092,                0.00844,                 3.1991,                 2.6559,                0.88076,              0.0098119,              0.0098119,              0.0098119
                     40,                 3.2828,                  2.619,                0.90432,                0.20904,                0.06385,                0.02398,                0.00628,                 3.2815,                 2.7411,                0.88946,               0.009807,               0.009807,               0.009807
                     41,                 3.3082,                  2.631,                0.90489,                0.01805,                0.19157,                0.02069,                 0.0063,                 3.3785,                 3.3625,                0.90727,               0.009802,               0.009802,               0.009802
                     42,                 3.3346,                 2.6267,                0.91159,                0.06751,                 0.0415,                0.02099,                0.00582,                 3.3223,                 3.4287,                0.91054,               0.009797,               0.009797,               0.009797
                     43,                 3.3098,                 2.6425,                0.90333,                0.07666,                0.05457,                0.02702,                0.00736,                 3.4226,                 2.6201,                0.89565,              0.0097921,              0.0097921,              0.0097921
                     44,                 3.3044,                 2.6053,                0.91268,                0.06748,                0.05931,                0.02782,                0.00898,                 3.2922,                 2.6603,                0.90417,              0.0097871,              0.0097871,              0.0097871
                     45,                  3.333,                 2.6258,                0.90145,                0.24194,                 0.0704,                0.03015,                 0.0089,                 3.2095,                 2.5611,                0.88839,              0.0097822,              0.0097822,              0.0097822
                     46,                 3.2551,                 2.5865,                0.91092,                0.06218,                0.08262,                0.02344,                0.00631,                 3.3849,                 2.9563,                0.91083,              0.0097773,              0.0097773,              0.0097773
                     47,                  3.275,                 2.5813,                0.91127,                0.05761,                0.06702,                0.02692,                0.00707,                 3.2683,                 2.6555,                0.88279,              0.0097723,              0.0097723,              0.0097723
                     48,                 3.2834,                 2.6256,                0.90332,                0.23896,                0.07363,                0.02744,                0.00743,                 3.2184,                 2.6433,                0.88857,              0.0097674,              0.0097674,              0.0097674
                     49,                 3.2814,                 2.6065,                0.89747,                0.22881,                0.04871,                0.02552,                0.00719,                   3.15,                 2.6177,                0.87982,              0.0097624,              0.0097624,              0.0097624
                     50,                 3.2365,                 2.5669,                 0.8982,                0.22259,                0.05617,                0.02734,                0.00741,                 3.2277,                 2.5858,                0.89515,              0.0097575,              0.0097575,              0.0097575
                     51,                 3.2442,                 2.5368,                 0.9085,                0.23317,                0.05534,                0.02781,                0.00793,                 3.1652,                 2.5585,                0.88777,              0.0097525,              0.0097525,              0.0097525
                     52,                 3.2555,                 2.5895,                0.89795,                0.22527,                0.06955,                0.02836,                0.00789,                 3.2354,                 2.5918,                0.88531,              0.0097476,              0.0097476,              0.0097476
                     53,                 3.2636,                 2.6083,                 0.8972,                0.09714,                0.06472,                0.03602,                0.01183,                 3.1992,                 2.5894,                0.88223,              0.0097426,              0.0097426,              0.0097426
                     54,                 3.2517,                 2.5918,                0.90558,                0.07168,                0.05409,                0.02717,                0.00728,                 3.1592,                 2.6409,                0.88659,              0.0097377,              0.0097377,              0.0097377
                     55,                  3.209,                 2.5332,                0.90108,                0.23275,                0.05144,                0.02709,                0.00781,                  3.146,                   2.64,                 0.8851,              0.0097327,              0.0097327,              0.0097327
                     56,                 3.3247,                 2.6063,                0.90158,                0.08002,                 0.0512,                0.03154,                0.00937,                 3.1302,                 2.5478,                0.88185,              0.0097278,              0.0097278,              0.0097278
                     57,                 3.2501,                 2.5691,                0.90169,                0.06745,                 0.0814,                0.03534,                0.00939,                 3.2373,                 2.7469,                0.89479,              0.0097228,              0.0097228,              0.0097228
                     58,                 3.2316,                 2.5712,                0.90179,                0.23397,                0.06449,                  0.032,                0.00915,                 3.1141,                  2.606,                0.88262,              0.0097179,              0.0097179,              0.0097179
                     59,                 3.2143,                 2.5382,                0.90963,                0.05872,                0.06487,                0.03074,                0.00831,                 3.0988,                 2.5667,                0.87778,              0.0097129,              0.0097129,              0.0097129
                     60,                 3.2507,                 2.5403,                0.89523,                0.21963,                0.07027,                0.03149,                0.00861,                 3.1228,                 2.5518,                0.88099,               0.009708,               0.009708,               0.009708
                     61,                 3.2452,                 2.5739,                0.90019,                0.06818,                0.05789,                0.02959,                0.00857,                 3.1168,                 2.5775,                0.89048,               0.009703,               0.009703,               0.009703
                     62,                 3.2074,                  2.517,                0.89086,                0.06128,                0.07112,                0.02733,                0.00797,                 3.1994,                 2.6269,                0.89392,               0.009698,               0.009698,               0.009698
                     63,                 3.2153,                 2.5731,                0.89982,                0.10831,                0.05673,                  0.028,                 0.0075,                  3.312,                 2.6008,                0.89314,              0.0096931,              0.0096931,              0.0096931
                     64,                 3.1859,                 2.5436,                0.89477,                 0.0884,                  0.063,                0.03207,                 0.0103,                 3.1159,                 2.5788,                0.87579,              0.0096881,              0.0096881,              0.0096881
                     65,                 3.1846,                 2.5262,                0.89587,                0.07536,                0.06203,                0.02345,                 0.0061,                 3.3615,                 2.6559,                 0.8907,              0.0096832,              0.0096832,              0.0096832
                     66,                  3.235,                 2.5162,                0.89755,                0.06256,                 0.0857,                0.03008,                0.00866,                 3.0838,                 2.6473,                  0.884,              0.0096783,              0.0096783,              0.0096783
                     67,                 3.2231,                 2.5108,                0.90351,                0.05911,                0.06034,                0.02631,                  0.007,                 3.3706,                 2.7175,                 0.9005,              0.0096733,              0.0096733,              0.0096733
                     68,                 3.1808,                 2.5317,                0.90216,                0.08339,                0.07068,                0.03129,                0.00893,                 3.2306,                 2.5201,                0.88115,              0.0096684,              0.0096684,              0.0096684
                     69,                 3.1614,                 2.5347,                0.89859,                0.07004,                0.04999,                0.03351,                 0.0086,                 3.3687,                 2.6845,                0.88064,              0.0096634,              0.0096634,              0.0096634
                     70,                 3.1707,                 2.5646,                0.89138,                0.08748,                0.06757,                0.03274,                0.00886,                  3.275,                 2.6036,                0.88027,              0.0096585,              0.0096585,              0.0096585
                     71,                 3.1979,                 2.4678,                0.89543,                0.09179,                0.06809,                0.02214,                0.00621,                 3.2793,                 2.9668,                0.88713,              0.0096535,              0.0096535,              0.0096535
                     72,                 3.1561,                 2.4712,                0.89528,                0.23983,                0.07817,                0.03498,                0.01069,                 3.0898,                 2.4804,                0.87879,              0.0096486,              0.0096486,              0.0096486
                     73,                 3.1843,                 2.5141,                0.89612,                0.05915,                 0.0808,                0.02794,                0.00764,                 3.2655,                   2.89,                0.88836,              0.0096436,              0.0096436,              0.0096436
                     74,                 3.2605,                 2.5064,                0.89879,                0.06183,                0.05499,                 0.0269,                 0.0069,                 3.3018,                 2.5993,                0.88653,              0.0096387,              0.0096387,              0.0096387
                     75,                 3.1871,                 2.5101,                0.89486,                0.07896,                0.08564,                0.02884,                0.00864,                 3.1613,                 2.6109,                0.87897,              0.0096337,              0.0096337,              0.0096337
                     76,                 3.1915,                 2.4963,                0.89261,                0.12769,                0.05922,                0.03437,                0.00925,                 3.1074,                 2.5662,                0.87612,              0.0096288,              0.0096288,              0.0096288
                     77,                 3.1719,                 2.5013,                0.90446,                0.07464,                0.07384,                0.02963,                0.00802,                 3.2247,                 2.5671,                0.88836,              0.0096238,              0.0096238,              0.0096238
                     78,                 3.1712,                 2.5091,                 0.8957,                0.07898,                0.07571,                 0.0318,                0.00845,                 3.2024,                 2.5529,                0.88789,              0.0096188,              0.0096188,              0.0096188
                     79,                  3.184,                 2.5402,                0.90478,                0.04676,                0.08335,                0.02201,                0.00579,                 3.3245,                 2.7623,                0.90084,              0.0096139,              0.0096139,              0.0096139
                     80,                 3.1885,                 2.5328,                0.89162,                0.08206,                0.07606,                0.03224,                0.00821,                 3.2307,                 2.5486,                0.88804,               0.009609,               0.009609,               0.009609
                     81,                 3.1812,                 2.5503,                0.88532,                 0.0724,                0.06523,                0.03123,                0.00777,                 3.2138,                 2.5858,                0.87554,               0.009604,               0.009604,               0.009604
                     82,                 3.1499,                 2.5142,                 0.9014,                0.24306,                0.09605,                0.03216,                 0.0089,                 3.0623,                  2.545,                0.87002,               0.009599,               0.009599,               0.009599
                     83,                 3.1214,                 2.4574,                0.88776,                0.08484,                0.10834,                0.03245,                0.00934,                 3.0619,                 2.7279,                0.87339,              0.0095941,              0.0095941,              0.0095941
                     84,                 3.1753,                 2.5021,                0.88734,                0.06782,                0.06263,                0.03146,                0.00852,                 3.1613,                 2.5728,                0.86776,              0.0095892,              0.0095892,              0.0095892
                     85,                 3.1321,                 2.4719,                0.89064,                0.11323,                0.07069,                0.03657,                0.00926,                 3.1049,                 2.5412,                0.87504,              0.0095842,              0.0095842,              0.0095842
                     86,                 3.1588,                 2.5011,                0.88257,                0.07657,                0.07153,                0.03341,                0.01016,                 3.0885,                  2.561,                0.88647,              0.0095793,              0.0095793,              0.0095793
                     87,                 3.1291,                 2.4783,                0.88974,                0.07745,                0.07371,                0.03489,                0.01051,                 3.0958,                 2.5825,                 0.8837,              0.0095743,              0.0095743,              0.0095743
                     88,                 3.1043,                 2.4434,                0.88796,                0.06454,                0.07211,                0.03199,                0.00973,                 3.0801,                 2.4903,                0.88151,              0.0095694,              0.0095694,              0.0095694
                     89,                 3.1276,                 2.5081,                0.88398,                0.06078,                0.07759,                 0.0303,                0.00792,                 3.2013,                 2.6754,                0.88417,              0.0095644,              0.0095644,              0.0095644
                     90,                 3.1446,                 2.4805,                0.87852,                0.08442,                0.07474,                0.03108,                0.00939,                 3.1838,                 2.6681,                0.87597,              0.0095595,              0.0095595,              0.0095595
                     91,                 3.1509,                 2.4759,                0.89526,                0.08607,                 0.0748,                0.03835,                0.01122,                 3.1374,                 2.6274,                0.88229,              0.0095545,              0.0095545,              0.0095545
                     92,                 3.1282,                 2.4579,                0.88634,                0.10486,                0.07245,                0.03176,                0.01052,                 3.0569,                 2.5203,                0.87541,              0.0095496,              0.0095496,              0.0095496
                     93,                 3.1251,                 2.4412,                0.89142,                0.05783,                 0.0751,                0.03014,                0.00741,                 3.1252,                  2.571,                0.87559,              0.0095446,              0.0095446,              0.0095446
                     94,                 3.1137,                 2.4279,                 0.8872,                0.10043,                0.06576,                0.03238,                0.00965,                 3.0869,                 2.5197,                0.87507,              0.0095397,              0.0095397,              0.0095397
                     95,                 3.1469,                 2.4259,                0.89214,                0.09787,                0.08032,                0.03664,                 0.0101,                   3.09,                 2.5567,                0.88464,              0.0095347,              0.0095347,              0.0095347
                     96,                 3.1079,                 2.4841,                0.88645,                0.06881,                0.06429,                0.03011,                0.00841,                 3.1626,                 2.6524,                0.87917,              0.0095298,              0.0095298,              0.0095298
                     97,                 3.0876,                 2.4475,                  0.891,                0.08559,                0.05624,                0.03051,                0.00898,                  3.216,                 2.6042,                 0.8775,              0.0095248,              0.0095248,              0.0095248
                     98,                 3.1269,                 2.5097,                0.88277,                0.09076,                0.08303,                0.03703,                0.01136,                 3.0341,                 2.4529,                0.87073,              0.0095198,              0.0095198,              0.0095198
                     99,                 3.0962,                 2.4327,                0.88443,                0.09933,                0.09097,                0.03313,                0.00991,                 2.9747,                  2.479,                0.86766,              0.0095149,              0.0095149,              0.0095149
                    100,                 3.0686,                 2.3871,                 0.8866,                0.06852,                0.07654,                0.03176,                0.00865,                      3,                 2.4745,                0.86872,                0.00951,                0.00951,                0.00951
                    101,                   3.08,                 2.4523,                0.88699,                 0.0539,                0.06861,                0.03594,                 0.0099,                 3.0265,                 2.4816,                0.87057,               0.009505,               0.009505,               0.009505
                    102,                 3.0936,                 2.4055,                0.87586,                0.09385,                0.08748,                 0.0347,                 0.0102,                 3.0668,                 2.4848,                0.87461,                 0.0095,                 0.0095,                 0.0095
                    103,                 3.1054,                 2.4404,                 0.8814,                0.08882,                0.04786,                0.03466,                0.00962,                 3.1817,                 2.6536,                0.88738,              0.0094951,              0.0094951,              0.0094951
                    104,                 3.0869,                 2.4318,                0.89044,                0.08357,                0.08621,                0.03294,                0.00933,                 3.0368,                 2.5812,                 0.8753,              0.0094902,              0.0094902,              0.0094902
                    105,                 3.0584,                 2.4351,                0.87979,                0.08524,                0.06865,                0.03509,                0.00964,                 3.1032,                 2.5373,                 0.8727,              0.0094852,              0.0094852,              0.0094852
                    106,                 3.1415,                 2.4433,                0.87199,                0.08946,                0.07709,                 0.0356,                0.00988,                 3.0763,                 2.4553,                0.87562,              0.0094803,              0.0094803,              0.0094803
                    107,                 3.1026,                 2.4363,                0.89167,                0.09029,                0.07087,                0.02941,                0.00836,                 3.0716,                 2.8101,                0.87407,              0.0094753,              0.0094753,              0.0094753
                    108,                 3.0867,                 2.4326,                0.89237,                0.09118,                0.06282,                0.03277,                 0.0095,                 3.1049,                  2.691,                0.87088,              0.0094704,              0.0094704,              0.0094704
                    109,                 3.0692,                 2.4493,                0.88159,                0.08586,                0.09183,                0.03281,                0.00872,                 3.1524,                 2.6037,                0.90267,              0.0094654,              0.0094654,              0.0094654
                    110,                 3.1028,                  2.448,                 0.8859,                0.08419,                0.07763,                0.03667,                0.01052,                 3.0497,                 2.4796,                0.87561,              0.0094605,              0.0094605,              0.0094605
                    111,                 3.0966,                 2.4554,                0.88641,                 0.0784,                0.06536,                0.03194,                0.00891,                 3.0986,                 2.7105,                0.88162,              0.0094555,              0.0094555,              0.0094555
                    112,                 3.0989,                 2.4097,                0.88289,                0.07941,                0.08027,                0.03498,                0.01017,                 3.0463,                 2.5625,                0.86579,              0.0094506,              0.0094506,              0.0094506
                    113,                 3.0822,                 2.4089,                 0.8832,                0.09658,                0.08446,                0.03483,                0.01008,                 3.0214,                 2.6529,                 0.8614,              0.0094456,              0.0094456,              0.0094456
                    114,                 3.0175,                 2.4352,                0.87867,                0.08398,                0.06967,                0.03685,                0.01078,                 3.0872,                 2.4956,                0.87116,              0.0094407,              0.0094407,              0.0094407
                    115,                 3.0605,                 2.4055,                0.87291,                0.07335,                0.08342,                0.03316,                0.00899,                 3.1398,                 2.5433,                 0.8769,              0.0094357,              0.0094357,              0.0094357
                    116,                 3.0743,                 2.4111,                0.87764,                0.10704,                0.09658,                0.03658,                0.00996,                 3.1105,                 2.5312,                0.87775,              0.0094307,              0.0094307,              0.0094307
                    117,                  3.074,                 2.4437,                0.88994,                0.08004,                0.08489,                0.03423,                0.01008,                 3.0678,                 2.5379,                0.86796,              0.0094258,              0.0094258,              0.0094258
                    118,                 3.1084,                 2.4115,                0.87509,                0.08716,                0.10047,                 0.0376,                0.01085,                 3.0704,                 2.4814,                0.86344,              0.0094208,              0.0094208,              0.0094208
                    119,                 3.0762,                 2.4512,                0.87166,                0.05753,                0.10484,                0.02839,                0.00773,                 3.2586,                 2.8954,                0.87965,              0.0094159,              0.0094159,              0.0094159
                    120,                 3.0599,                 2.3801,                0.87885,                0.09521,                0.07684,                 0.0356,                0.01149,                 3.0645,                 2.5128,                0.86728,              0.0094109,              0.0094109,              0.0094109
                    121,                 3.0267,                 2.3925,                0.88582,                0.10012,                0.08763,                0.03695,                0.00988,                  3.079,                 2.5289,                0.87046,               0.009406,               0.009406,               0.009406
                    122,                 3.0524,                  2.412,                0.89207,                0.09005,                 0.0856,                0.03303,                0.00975,                 3.0475,                 2.4768,                 0.8653,               0.009401,               0.009401,               0.009401
                    123,                 3.0431,                 2.4084,                0.88403,                0.10745,                 0.0793,                0.03771,                0.01101,                 2.9752,                 2.4494,                 0.8696,              0.0093961,              0.0093961,              0.0093961
                    124,                 2.9981,                 2.3974,                0.88394,                0.09375,                0.06119,                0.03697,                0.01073,                 2.9921,                 2.5697,                0.86149,              0.0093912,              0.0093912,              0.0093912
                    125,                 3.0613,                 2.3749,                0.87153,                0.10427,                0.09155,                0.03138,                0.00905,                 3.1089,                  2.605,                0.88282,              0.0093862,              0.0093862,              0.0093862
                    126,                  3.076,                 2.3933,                0.88213,                0.08104,                0.07052,                 0.0319,                0.00916,                 3.1286,                 2.6045,                0.87503,              0.0093813,              0.0093813,              0.0093813
                    127,                 3.0056,                 2.3738,                0.87533,                0.09967,                0.08103,                0.03707,                0.01032,                 3.0325,                 2.5346,                0.87548,              0.0093763,              0.0093763,              0.0093763
                    128,                 3.0509,                 2.3931,                0.87849,                0.07411,                0.08559,                0.03009,                0.00851,                 3.0981,                 2.6911,                0.86991,              0.0093714,              0.0093714,              0.0093714
                    129,                 3.1056,                 2.3894,                0.88717,                0.10702,                 0.0773,                0.03301,                0.00969,                 3.1274,                 2.5306,                0.87701,              0.0093664,              0.0093664,              0.0093664
                    130,                 3.0713,                 2.3921,                0.89486,                0.06937,                0.07816,                0.03298,                0.00914,                   3.09,                 2.5438,                0.88247,              0.0093615,              0.0093615,              0.0093615
                    131,                 3.0174,                 2.3664,                0.88356,                0.07073,                0.08723,                0.03014,                0.00794,                 3.1915,                 2.5779,                0.87263,              0.0093565,              0.0093565,              0.0093565
                    132,                 3.0928,                  2.395,                0.88783,                0.10412,                0.08467,                0.03611,                 0.0102,                 3.0856,                 2.5143,                 0.8731,              0.0093516,              0.0093516,              0.0093516
                    133,                  3.068,                 2.3761,                0.87747,                 0.1009,                0.08818,                0.03602,                0.00988,                 2.9851,                 2.4918,                0.86702,              0.0093466,              0.0093466,              0.0093466
